database;workloadName;phase;run;recordcount;operationcount;productsperorder;componentsperproduct;testparametercount;fieldlength;insertproportion;readproportion;scanproportion;updateproportion;onlynodes;index;overall time (ms);overall throughput (ops/sec);initialise average (ms);sys_load_avg min;sys_load_avg max;sys_load_avg average;sys_load_avg StdD;thread_count min;thread_count max;thread_count average;thread_count StdD;used_mem_mb min;used_mem_mb max;used_mem_mb average;used_mem_mb StdD;cleanup average;insert min (us);insert max (us);insert average (us);insert StdD (us);insertNode min (us);insertNode max (us);insertNode average (us);insertNode StdD (us);insertEdge min (us);insertEdge max (us);insertEdge average (us);insertEdge StdD (us);read min (us);read max (us);read average (us);read StdD (us);scan min (us);scan max (us);scan average (us);scan StdD (us)
sparksee;4.ProbingNodeSize100kB;load;2;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;
sparksee;4.ProbingNodeSize100kB;load;3;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;
sparksee;4.ProbingNodeSize100kB;run;1;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;451;0;;1;1;1;0;2;3;2,5;0,001;15;16;15,5;0,001;;;;;;;;;;;;;;;;;;;;;
sparksee;4.ProbingNodeSize100kB;run;2;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;450;0;;1;1;1;0;2;3;2,5;0,001;15;16;15,5;0,001;;;;;;;;;;;;;;;;;;;;;
sparksee;4.ProbingNodeSize100kB;run;3;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;455;0;;1;1;1;0;2;3;2,5;0,001;15;16;15,5;0,001;;;;;;;;;;;;;;;;;;;;;
apachejena;4.ProbingNodeSize100kB;load;1;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;2494;0,40096231;2027008;1;1;1;0;2;3;2,5;0,001;11;15;13;0,002;261824;162432;162559;162496;0;162432;162559;162496;0;;;;;;;;;;;;
apachejena;4.ProbingNodeSize100kB;load;2;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;2227;0,449034576;1695232;1;1;1;0;2;3;2,5;0,001;11;15;13;0,002;208064;276736;276991;276864;0;276736;276991;276864;0;;;;;;;;;;;;
apachejena;4.ProbingNodeSize100kB;load;3;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;2198;0,454959054;1814016;1;1;1;0;2;3;2,5;0,001;11;15;13;0,002;232256;110336;110399;110368;0;110336;110399;110368;0;;;;;;;;;;;;
apachejena;4.ProbingNodeSize100kB;run;1;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;3846024;2,600087779;419456;1;3;1,297927461;0,001;2;3;2,997409326;0;16;181;46,70466321;0,034;265088;55264;5132287;163553,6225;125,907;65152;5132287;172971,1472;131,218;55264;3805183;156489,7726;121,293;;;;;;;;
apachejena;4.ProbingNodeSize100kB;run;2;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;3813462;2,622289143;452992;1;2;1,151436031;0;2;3;2,997389034;0;15;190;48,63968668;0,035;188864;60192;2992127;162253,3701;94,533;61024;1871871;170776,5296;94,207;60192;2992127;155860,3612;94,273;;;;;;;;
apachejena;4.ProbingNodeSize100kB;run;3;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;3698494;2,703803224;436864;1;2;1,121293801;0;2;3;2,997304582;0;15;180;45,9083558;0,034;131392;55488;2324479;157355,1078;82,639;64000;2324479;165589,3648;82,614;55488;1985535;151178,7975;82,118;;;;;;;;
neo4j;2.ProbingNodeSize1kB;load;1;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;3931;0,254388196;2653184;1;1;1;0;3;3;3;0;11;32;21,5;0,011;882432;377856;378111;377984;0;377856;378111;377984;0;;;;;;;;;;;;
neo4j;2.ProbingNodeSize1kB;load;2;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;5316;0,188111362;3273728;1;1;1;0;3;3;3;0;11;33;22;0,011;1389056;632832;633343;633088;0;632832;633343;633088;0;;;;;;;;;;;;
neo4j;2.ProbingNodeSize1kB;load;3;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;4909;0,203707476;3200000;2;2;2;0;3;3;3;0;12;33;22,5;0,011;1201664;486400;486655;486528;0;486400;486655;486528;0;;;;;;;;;;;;
neo4j;2.ProbingNodeSize1kB;run;1;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;3133499;3,191320629;1773056;1;2;1,619047619;0;3;11;10,01587302;0,001;15;158;82,31111111;0,032;3875840;54816;729599;133973,1781;75,441;54816;715775;131942,464;76,161;56800;729599;135496,366;74,86;;;;;;;;
neo4j;2.ProbingNodeSize1kB;run;2;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;2684126;3,725607516;1739264;1;2;1,751851852;0;3;11;10,02222222;0,001;16;184;78,91851852;0,035;2880512;55616;834559;114757,8399;38,324;55616;834559;112612,2928;37,795;58944;675839;116367,1611;38,638;;;;;;;;
neo4j;2.ProbingNodeSize1kB;run;3;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;2632178;3,799135165;2028032;1;2;1,573584906;0;3;11;10,02264151;0,001;16;149;73,2754717;0,029;3853312;55840;684543;112478,4214;38,724;55840;654847;110372,9264;38,177;58272;684543;114057,7006;39,055;;;;;;;;
orientdb;2.ProbingNodeSize1kB;load;1;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;16078;0,062196791;1,61E+07;1;2;1,666666667;0;3;7;5,333333333;0,002;15;34;24;0,008;93;3792;3793;3793;0;3792;3793;3793;0;;;;;;;;;;;;
orientdb;2.ProbingNodeSize1kB;load;2;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;16367;0,061098552;1,63E+07;2;2;2;0;3;7;5,333333333;0,002;15;34;23,33333333;0,008;100;3498;3499;3499;0;3498;3499;3499;0;;;;;;;;;;;;
orientdb;2.ProbingNodeSize1kB;load;3;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;17008;0,058795861;1,70E+07;2;2;2;0;3;7;5,333333333;0,002;15;33;23;0,007;79;3692;3693;3693;0;3692;3693;3693;0;;;;;;;;;;;;
orientdb;2.ProbingNodeSize1kB;run;1;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;9924;1007,658202;1284608;2;2;2;0;3;6;4,5;0,002;17;109;63;0,046;69;35;400127;350,6647094;6,646;37;400127;404,8694;7,6;35;299519;310,0071257;5,828;;;;;;;;
orientdb;2.ProbingNodeSize1kB;run;2;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;10034;996,6115208;1311232;2;2;2;0;3;6;5;0,001;17;35;29;0,008;113;34;221055;354,2334991;5,917;36;221055;501,8473;7,358;34;183807;243,5120762;4,543;;;;;;;;
orientdb;2.ProbingNodeSize1kB;run;3;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;7550;1324,503311;1250816;2;2;2;0;3;6;4,5;0,002;17;85;51;0,034;70;35;271615;249,989928;4,672;37;271615;394,7364;6,393;35;172415;141,4192169;2,741;;;;;;;;
sparksee;2.ProbingNodeSize1kB;load;1;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;731;1,367989056;419712;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;239680;950;950;950;0;950;950;950;0;;;;;;;;;;;;
sparksee;2.ProbingNodeSize1kB;load;2;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;691;1,447178003;348800;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;276096;962;962;962;0;962;962;962;0;;;;;;;;;;;;
sparksee;2.ProbingNodeSize1kB;load;3;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;735;1,360544218;382080;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;287104;986;986;986;0;986;986;986;0;;;;;;;;;;;;
sparksee;2.ProbingNodeSize1kB;run;1;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;2885;3466,204506;253632;1;1;1;0;2;3;2,5;0,001;12;43;27,5;0,016;698112;49;1117;63,18733928;0,014;49;1117;62,0622;0,017;54;925;64,03127813;0,013;;;;;;;;
sparksee;2.ProbingNodeSize1kB;run;2;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;2924;3419,97264;303488;1;1;1;0;2;3;2,5;0,001;12;45;28,5;0,017;661248;49;1259;63,51345791;0,015;49;1259;62,2732;0,017;54;1115;64,44374437;0,014;;;;;;;;
sparksee;2.ProbingNodeSize1kB;run;3;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;2763;3619,254434;195648;1;1;1;0;2;3;2,5;0,001;12;41;26,5;0,015;582912;50;1271;64,73967084;0,017;50;1271;63,3784;0,018;54;911;65,76072607;0,015;;;;;;;;
apachejena;2.ProbingNodeSize1kB;load;1;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;2312;0,432525952;1987072;2;2;2;0;2;3;2,5;0,001;12;59;35,5;0,024;173632;129856;129919;129888;0;129856;129919;129888;0;;;;;;;;;;;;
apachejena;2.ProbingNodeSize1kB;load;2;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;2530;0,395256917;2116608;2;2;2;0;2;3;2,5;0,001;11;59;35;0,024;240192;151296;151423;151360;0;151296;151423;151360;0;;;;;;;;;;;;
apachejena;2.ProbingNodeSize1kB;load;3;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;2134;0,468603561;1716736;1;1;1;0;2;3;2,5;0,001;11;59;35;0,024;206784;186496;186623;186560;0;186496;186623;186560;0;;;;;;;;;;;;
apachejena;2.ProbingNodeSize1kB;run;1;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;2907899;3,438908985;453504;1;2;1,082191781;0;2;3;2,996575342;0;16;193;75,50342466;0,039;83808;56288;820735;124539,8587;65,961;58048;615423;124050,016;65,334;56288;820735;124907,2775;66,426;;;;;;;;
apachejena;2.ProbingNodeSize1kB;run;2;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;3025117;3,305657269;448640;1;2;1,171052632;0;2;3;2,996710526;0;16;179;73,17105263;0,038;199488;60288;876543;129558,9858;71,799;60704;876543;129391,2672;71,713;60288;765951;129684,7873;71,863;;;;;;;;
apachejena;2.ProbingNodeSize1kB;run;3;1;10000;1;1;1;1000;1;0;;0;FALSE;TRUE;3012931;3,31902722;464512;1;2;1,092409241;0;2;3;2,99669967;0;14;181;71,29372937;0,038;113632;60736;933887;129038,1876;67,94;60768;933887;128578,0528;67,275;60736;749055;129383,3231;68,432;;;;;;;;
neo4j;5.ProbingNodeSize1MB;load;1;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;25120;0,039808917;2,25E+07;2;2;2;0;3;7;5;0,002;11;60;36;0,017;1502720;1059840;1060863;1060352;0;1059840;1060863;1060352;0;;;;;;;;;;;;
neo4j;5.ProbingNodeSize1MB;load;2;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;5851;0,170910955;3599360;1;1;1;0;3;3;3;0;11;58;34,5;0,024;1507840;667648;668159;667904;0;667648;668159;667904;0;;;;;;;;;;;;
neo4j;5.ProbingNodeSize1MB;load;3;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;6455;0,154918668;3806208;2;2;2;0;3;3;3;0;11;59;35;0,024;1740288;849920;850431;850176;0;849920;850431;850176;0;;;;;;;;;;;;
neo4j;5.ProbingNodeSize1MB;run;1;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;7288783;1,371971151;1792512;1;3;1,315068493;0;3;12;10,41643836;0,001;20;237;81,99863014;0,023;1,51E+07;55040;26591231;246669,115;564,903;106176;22986751;342865,6416;556,63;55040;26591231;174514,5047;560,292;;;;;;;;
neo4j;5.ProbingNodeSize1MB;run;2;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;7320912;1,365950035;1991168;1;2;1,292915531;0;3;12;10,40054496;0,001;36;195;82,03405995;0,023;2,53E+07;55328;25067519;249468,9861;558,509;116992;25067519;361033,4048;659,987;55328;21053439;165787,3039;450,385;;;;;;;;
neo4j;5.ProbingNodeSize1MB;run;3;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;7180403;1,392679492;1816064;1;2;1,295833333;0;3;12;10,425;0,001;26;231;82,78055556;0,026;1,08E+07;55008;28114943;243071,8731;592,705;120768;28114943;353573,3632;666,726;55008;27852799;160187,4671;515,116;;;;;;;;
orientdb;5.ProbingNodeSize1MB;load;1;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;20649;0,048428495;2,06E+07;1;1;1;0;3;7;5,75;0,002;15;65;34,5;0,019;75;10392;10399;10396;0;10392;10399;10396;0;;;;;;;;;;;;
orientdb;5.ProbingNodeSize1MB;load;2;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;18789;0,05322263;1,84E+07;2;2;2;0;3;7;5,333333333;0,002;15;65;32;0,023;81;10600;10607;10604;0;10600;10607;10604;0;;;;;;;;;;;;
orientdb;5.ProbingNodeSize1MB;load;3;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;20368;0,049096622;2,03E+07;2;2;2;0;3;7;5,75;0,002;15;67;32,5;0,021;91;9928;9935;9932;0;9928;9935;9932;0;;;;;;;;;;;;
orientdb;5.ProbingNodeSize1MB;run;1;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;4239377;2,358837159;1253888;1;2;1,981176471;0;3;7;6,988235294;0;34;273;124,2611765;0,045;78;45;2680831;67497,16492;162,313;2840;2549759;117694,1109;198,28;45;2680831;29845,69029;115,369;;;;;;;;
orientdb;5.ProbingNodeSize1MB;run;2;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;4157173;2,40548084;1347072;1;2;1,952038369;0;3;7;6,988009592;0;37;298;136,5731415;0,052;74;45;2064383;74729,30765;153,925;2852;2064383;117214,1945;180,003;45;1959935;42862,45582;121,621;;;;;;;;
orientdb;5.ProbingNodeSize1MB;run;3;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;3949181;2,532170594;1299968;1;3;1,962121212;0;3;7;6,987373737;0;35;235;120,3636364;0,043;103;45;2164735;70486,991;146,668;2844;2164735;112564,0785;174,607;45;1712127;38926,01928;111,601;;;;;;;;
sparksee;5.ProbingNodeSize1MB;load;1;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;
sparksee;5.ProbingNodeSize1MB;load;2;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;
sparksee;5.ProbingNodeSize1MB;load;3;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;
sparksee;5.ProbingNodeSize1MB;run;1;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;453;0;;2;2;2;0;2;3;2,5;0,001;30;31;30,5;0,001;;;;;;;;;;;;;;;;;;;;;
sparksee;5.ProbingNodeSize1MB;run;2;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;450;0;;2;2;2;0;2;3;2,5;0,001;30;31;30,5;0,001;;;;;;;;;;;;;;;;;;;;;
sparksee;5.ProbingNodeSize1MB;run;3;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;451;0;;2;2;2;0;2;3;2,5;0,001;30;31;30,5;0,001;;;;;;;;;;;;;;;;;;;;;
apachejena;5.ProbingNodeSize1MB;load;1;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;3688;0,271149675;2679808;2;2;2;0;2;3;2,5;0,001;11;53;32;0,021;319616;616448;616959;616704;0;616448;616959;616704;0;;;;;;;;;;;;
apachejena;5.ProbingNodeSize1MB;load;2;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;2710;0,36900369;2025984;1;1;1;0;2;3;2,5;0,001;11;53;32;0,021;255040;349184;349439;349312;0;349184;349439;349312;0;;;;;;;;;;;;
apachejena;5.ProbingNodeSize1MB;load;3;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;2394;0,417710944;1830400;2;2;2;0;2;3;2,5;0,001;11;53;32;0,021;214976;267520;267775;267648;0;267520;267775;267648;0;;;;;;;;;;;;
apachejena;5.ProbingNodeSize1MB;run;1;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;5910883;1,69179461;457600;1;2;1,038785835;0;2;3;2,998313659;0;17;179;64,28330523;0,018;107680;55200;1181695;200450,5661;105,487;96448;1181695;264941,9328;101,606;55200;1011711;152077,2037;79,188;;;;;;;;
apachejena;5.ProbingNodeSize1MB;run;2;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;6063705;1,649156745;439680;1;2;1,018092105;0;2;3;2,998355263;0;24;177;63,24342105;0,017;179008;55232;2040831;208408,1152;107,61;102592;2040831;270440,8032;106,22;55232;1324031;161878,9463;82,168;;;;;;;;
apachejena;5.ProbingNodeSize1MB;run;3;1;10000;1;1;1;1000000;1;0;;0;FALSE;TRUE;5899016;1,695197979;420992;1;2;1,057529611;0;2;3;2,998307953;0;24;168;64,05076142;0,017;217664;55520;2236415;200938,5496;112,231;100672;2236415;265966,816;108,917;55520;1985535;152162,4722;87,146;;;;;;;;
neo4j;1.ProbingNodeSize100B;load;1;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;5341;0,187230856;3464192;1;1;1;0;3;3;3;0;12;32;22;0,01;1276416;581632;582143;581888;0;581632;582143;581888;0;;;;;;;;;;;;
neo4j;1.ProbingNodeSize100B;load;2;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;5037;0,198530872;3214336;2;2;2;0;3;3;3;0;12;32;22;0,01;1372672;432640;432895;432768;0;432640;432895;432768;0;;;;;;;;;;;;
neo4j;1.ProbingNodeSize100B;load;3;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;5496;0,181950509;3415040;1;2;1,5;0,001;3;3;3;0;11;32;21,5;0,011;1501696;556544;557055;556800;0;556544;557055;556800;0;;;;;;;;;;;;
neo4j;1.ProbingNodeSize100B;run;1;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;2170317;4,607621836;1717760;1;2;1,726027397;0;3;11;10,01826484;0,001;15;145;77,55707763;0,03;3507200;54720;783871;92727,85462;53,877;54720;656383;90395,2032;53,946;57152;783871;94477,51815;53,76;;;;;;;;
neo4j;1.ProbingNodeSize100B;run;2;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;1982586;5,043917389;1671680;1;2;1,62;0;3;12;9,985;0,001;16;156;81,675;0,03;3531776;54528;619519;84682,93228;33,78;54528;494335;82322,4416;32,765;56896;619519;86453,47735;34,415;;;;;;;;
neo4j;1.ProbingNodeSize100B;run;3;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;1969553;5,077294188;1852928;1;2;1,47979798;0;3;11;10,00505051;0,001;15;154;79,08080808;0,033;3521536;53376;598527;84117,39482;32,72;53376;561151;81372,384;32,034;56672;598527;86176,35884;33,077;;;;;;;;
orientdb;1.ProbingNodeSize100B;load;1;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;15711;0,063649672;1,57E+07;1;2;1,666666667;0;3;7;5,333333333;0,002;15;35;24,66666667;0,008;81;4070;4071;4071;0;4070;4071;4071;0;;;;;;;;;;;;
orientdb;1.ProbingNodeSize100B;load;2;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;16598;0,060248223;1,66E+07;1;2;1,333333333;0;3;7;5,333333333;0,002;15;34;24;0,008;87;3464;3465;3465;0;3464;3465;3465;0;;;;;;;;;;;;
orientdb;1.ProbingNodeSize100B;load;3;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;16867;0,059287366;1,69E+07;1;2;1,333333333;0;3;7;5,333333333;0,002;15;34;24;0,008;133;3656;3657;3657;0;3656;3657;3657;0;;;;;;;;;;;;
orientdb;1.ProbingNodeSize100B;run;1;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;11252;888,7308923;1335808;2;2;2;0;3;7;5,333333333;0,002;17;46;30;0,012;82;32;198527;409,9447968;6,06;32;154239;411,0973;5,999;33;198527;409,080333;6,105;;;;;;;;
orientdb;1.ProbingNodeSize100B;run;2;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;11486;870,6251088;1167872;1;1;1;0;3;7;5,333333333;0,002;17;115;58,33333333;0,041;106;32;207231;426,9251672;6,026;32;207231;412,8251;5,972;34;172031;437,5012751;6,065;;;;;;;;
orientdb;1.ProbingNodeSize100B;run;3;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;9846;1015,640869;1288704;2;2;2;0;3;6;4,5;0,002;17;25;21;0,004;96;31;313855;352,7101834;5,85;31;165375;284,8337;4,761;33;313855;403,6226373;6,548;;;;;;;;
sparksee;1.ProbingNodeSize100B;load;1;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;738;1,35501355;477568;1;1;1;0;2;3;2,5;0,001;10;15;12,5;0,003;197440;955;955;955;0;955;955;955;0;;;;;;;;;;;;
sparksee;1.ProbingNodeSize100B;load;2;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;753;1,328021248;329344;2;2;2;0;2;3;2,5;0,001;10;14;12;0,002;358528;966;966;966;0;966;966;966;0;;;;;;;;;;;;
sparksee;1.ProbingNodeSize100B;load;3;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;770;1,298701299;409216;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;297600;969;969;969;0;969;969;969;0;;;;;;;;;;;;
sparksee;1.ProbingNodeSize100B;run;1;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;2326;4299,226139;224448;1;2;1,5;0,001;2;3;2,5;0,001;12;71;41,5;0,03;406656;39;1766;58,17932453;0,026;39;1766;48,9564;0,031;53;1060;65,09720972;0,019;;;;;;;;
sparksee;1.ProbingNodeSize100B;run;2;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;2359;4239,084358;196672;1;1;1;0;2;3;2,5;0,001;12;68;40;0,028;472448;39;1306;57,69865421;0,022;39;1306;48,843;0,025;53;1140;64,34105911;0,016;;;;;;;;
sparksee;1.ProbingNodeSize100B;run;3;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;2532;3949,447077;278912;1;1;1;0;2;3;2,5;0,001;12;68;40;0,028;524160;40;1322;58,99177096;0,023;40;1322;50,0921;0,026;54;1045;65,66719172;0,017;;;;;;;;
apachejena;1.ProbingNodeSize100B;load;1;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;2213;0,451875282;1726976;2;2;2;0;2;3;2,5;0,001;11;59;35;0,024;256192;207744;207871;207808;0;207744;207871;207808;0;;;;;;;;;;;;
apachejena;1.ProbingNodeSize100B;load;2;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;2174;0,459981601;1749504;1;1;1;0;2;3;2,5;0,001;11;59;35;0,024;175424;225408;225535;225472;0;225408;225535;225472;0;;;;;;;;;;;;
apachejena;1.ProbingNodeSize100B;load;3;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;2238;0,446827525;1875456;2;2;2;0;2;3;2,5;0,001;11;59;35;0,024;242880;94016;94079;94048;0;94016;94079;94048;0;;;;;;;;;;;;
apachejena;1.ProbingNodeSize100B;run;1;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;2376160;4,20847081;447616;1;2;1,188284519;0;2;3;2,9958159;0;16;187;74,06694561;0,037;125984;51968;694271;101763,736;61,786;51968;590335;100504,1936;60,912;52256;694271;102708,4872;62,417;;;;;;;;
apachejena;1.ProbingNodeSize100B;run;2;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;2433332;4,109591293;448384;1;2;1,048979592;0;2;3;2,995918367;0;15;197;73,66122449;0,04;77216;52320;1011711;104214,8987;67,381;52320;819711;103214,7152;66,815;52480;1011711;104965,1113;67,793;;;;;;;;
apachejena;1.ProbingNodeSize100B;run;3;1;10000;1;1;1;100;1;0;;0;FALSE;TRUE;2442656;4,09390434;444800;1;2;1,048780488;0;2;3;2,995934959;0;15;192;73,82520325;0,038;109088;51872;807935;104613,7912;62,44;51872;715775;103560,0256;62,122;52192;807935;105404,1944;62,666;;;;;;;;
neo4j;3.ProbingNodeSize10kB;load;1;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;5488;0,182215743;3398656;1;1;1;0;3;3;3;0;11;33;22;0,011;1531392;535040;535551;535296;0;535040;535551;535296;0;;;;;;;;;;;;
neo4j;3.ProbingNodeSize10kB;load;2;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;4973;0,201085864;3099648;1;1;1;0;3;3;3;0;11;32;21,5;0,011;1424896;428800;429055;428928;0;428800;429055;428928;0;;;;;;;;;;;;
neo4j;3.ProbingNodeSize10kB;load;3;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;5193;0,192566917;3415040;2;2;2;0;3;3;3;0;12;32;22;0,01;1280512;477696;477951;477824;0;477696;477951;477824;0;;;;;;;;;;;;
neo4j;3.ProbingNodeSize10kB;run;1;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;2755878;3,628607652;1912320;1;2;1,729241877;0;3;12;10,03610108;0,001;18;151;76,18411552;0,029;4237312;55456;2211839;117676,683;43,352;55456;864767;116154,2416;40,621;58688;2211839;118818,6283;45,258;;;;;;;;
neo4j;3.ProbingNodeSize10kB;run;2;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;2718830;3,678052692;1834496;1;2;1,597069597;0;3;11;10,02930403;0,001;16;150;75,13919414;0,028;4536320;56000;901631;116076,8298;37,532;56000;473087;114921,8528;37,654;56992;901631;116943,1491;37,418;;;;;;;;
neo4j;3.ProbingNodeSize10kB;run;3;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;2702226;3,700652721;1764864;1;2;1,602941176;0;3;12;10,01470588;0,001;16;159;75,81617647;0,029;4092928;56096;1069055;115389,0026;37,118;56096;1069055;113856,8272;37,859;58208;914943;116538,249;36,51;;;;;;;;
orientdb;3.ProbingNodeSize10kB;load;1;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;17794;0,056198719;1,78E+07;1;2;1,666666667;0;3;7;5,333333333;0,002;15;35;24,33333333;0,008;89;4036;4037;4037;0;4036;4037;4037;0;;;;;;;;;;;;
orientdb;3.ProbingNodeSize10kB;load;2;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;17641;0,056686129;1,76E+07;1;2;1,666666667;0;3;7;5,333333333;0,002;15;34;23,33333333;0,008;83;3750;3751;3751;0;3750;3751;3751;0;;;;;;;;;;;;
orientdb;3.ProbingNodeSize10kB;load;3;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;17459;0,057277049;1,74E+07;2;2;2;0;3;7;5,333333333;0,002;15;34;22,66666667;0,008;76;4152;4155;4154;0;4152;4155;4154;0;;;;;;;;;;;;
orientdb;3.ProbingNodeSize10kB;run;1;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;14213;703,5812285;1324544;2;2;2;0;3;7;5,333333333;0,002;17;76;44;0,024;68;36;244863;487,0387451;7,567;58;244479;721,8499;9,375;36;244863;310,9127663;5,848;;;;;;;;
orientdb;3.ProbingNodeSize10kB;run;2;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;15486;645,7445435;1355264;2;2;2;0;3;7;5,333333333;0,002;17;245;151;0,097;107;36;277759;538,802203;8,005;58;277759;759,7496;9,698;36;233599;373,0750825;6,445;;;;;;;;
